actual_presentation_time,ave_rr,block,block_condition,cardiac_delay_ms,cardiac_phase,choice,choice_time,chosen_symbol,date_time,delay,feedback,intended_presentation_time,is_reversed,outcome_onset_time,participant,percentage_rr,post_choice_fixation_time,reversal_point,rt,run,session,symbol_positions,symbols_onset_time,timing_precision_ms,trial,trial_end_time,trial_start_time,valid_rpeak_time
4773.7085187,0.8543164800001251,0,early,427.1582400000625,diastole,1.0,4771.9592461,A,20250114-130445,,win,4773.70477354,False,4773.7085187,Harry,0.5,4771.967405,19,0.6172983000005843,1,001,BA,4771.3419478,3.7451600001077168,18,4777.7080985,4770.0022206,4773.2776153
4781.5216167,0.8567144000000553,0,early,428.35720000002766,diastole,0.0,4779.4030037,A,20250114-130445,,loss,4781.5190136,True,4781.5216167,Harry,0.5,4779.4105189,19,0.4526982000006683,1,001,AB,4778.9503055,2.603099999760161,19,4785.5216303,4777.7093963,4781.0906564
4789.7157574,0.830966719999924,0,early,415.483359999962,diastole,1.0,4787.5859097,A,20250114-130445,,win,4789.71131496,True,4789.7157574,Harry,0.5,4787.5930719,19,0.5973381000003428,1,001,BA,4786.9885716,4.442440000275383,20,4793.716804,4785.5225088,4789.2958316
4797.525443,0.8685384200000044,0,early,434.2692100000022,diastole,1.0,4795.2695318,A,20250114-130445,,win,4797.52154271,True,4797.525443,Harry,0.5,4795.276771,19,0.4365184999996927,1,001,BA,4794.8330133,3.9002900002742535,21,4801.5257001,4793.7178442,4797.0872735
4805.4329628,0.8758354999999938,0,early,437.9177499999969,diastole,1.0,4803.5822321,A,20250114-130445,,win,4805.42934475,True,4805.4329628,Harry,0.5,4803.587437,19,0.7283108999999968,1,001,BA,4802.8539212,3.6180499992042314,22,4809.4336679,4801.5265156,4804.991427
4813.346404,0.8717326399999366,0,early,435.86631999996825,diastole,1.0,4811.2252748,A,20250114-130445,,loss,4813.34294302,True,4813.346404,Harry,0.5,4811.2328342,19,0.4620844000000943,1,001,BA,4810.7631904,3.4609799995450885,23,4817.3469569,4809.4347515,4812.9070767
4821.2561775,0.8871074799999406,0,early,443.5537399999703,diastole,1.0,4819.1082868,A,20250114-130445,,loss,4821.251843440001,True,4821.2561775,Harry,0.5,4819.115869,19,0.5919309000000794,1,001,BA,4818.5163559,4.334059999564488,24,4825.2558538,4817.3476953,4820.8082897
4828.3598942,0.8967363600000681,0,early,448.36818000003404,diastole,1.0,4826.8114149,A,20250114-130445,,loss,4828.35694828,True,4828.3598942,Harry,0.5,4826.8191098,19,0.5431917000005342,1,001,BA,4826.2682232,2.9459199995471863,25,4832.3601785,4825.2567244,4827.9085801
4836.2726216,0.8785783999999695,0,early,439.2891999999847,diastole,1.0,4834.3448177,A,20250114-130445,,loss,4836.267886199999,True,4836.2726216,Harry,0.5,4834.3517047,19,0.61126989999957,1,001,BA,4833.7335478,4.735400000754453,26,4840.2723564,4832.361017,4835.828597
4844.2617802,0.8869801200000438,0,early,443.4900600000219,diastole,1.0,4842.1779525,A,20250114-130445,,loss,4844.25797436,True,4844.2617802,Harry,0.5,4842.1851282,19,0.42290800000046147,1,001,BA,4841.7550445,3.805840000495664,27,4848.2622612,4840.2735134,4843.8144843
4852.4647536,0.9261168799999723,0,early,463.05843999998615,diastole,1.0,4850.2222649,B,20250114-130445,,win,4852.46153474,True,4852.4647536,Harry,0.5,4850.2299009,19,0.5858336999999665,1,001,AB,4849.6364312,3.218859999833512,28,4856.4652893,4848.2633323,4851.9984763
4860.3891802,0.8706256399998893,0,early,435.3128199999446,diastole,1.0,4858.4229649,B,20250114-130445,,win,4860.38596182,True,4860.3891802,Harry,0.5,4858.4310362,19,0.6554169000000911,1,001,AB,4857.767548,3.2183799994527362,29,4864.3899373,4856.466168,4859.950649
4868.4810794,0.8956883800001378,0,early,447.8441900000689,diastole,1.0,4866.1463006,B,20250114-130445,,win,4868.47793929,True,4868.4810794,Harry,0.5,4866.1549674,19,0.6199991000003138,1,001,AB,4865.5263015,3.1401100004586624,30,4872.4806186,4864.3909215,4868.0300951
4876.4102126,0.8688556800001607,0,early,434.4278400000803,diastole,1.0,4874.1896143,B,20250114-130445,,win,4876.4065289400005,True,4876.4102126,Harry,0.5,4874.1972515,19,0.5059471000004123,1,001,AB,4873.6836672,3.683659999296651,31,4880.4105657,4872.4817791,4875.9721011
4884.36383,0.8838507000000391,0,early,441.92535000001953,diastole,0.0,4882.8820015,B,20250114-130445,,loss,4884.36083685,True,4884.36383,Harry,0.5,4882.8897567,19,1.0002301000004081,1,001,BA,4881.8817714,2.993150000293099,32,4888.3635701,4880.4116069,4883.9189115
4892.188115,0.8627894599998399,0,early,431.39472999991995,diastole,1.0,4890.2152611,A,20250114-130445,,loss,4892.184255929999,True,4892.188115,Harry,0.5,4890.2219372,19,0.43148939999991853,1,001,BA,4889.7837717,3.859070000544307,33,4896.1881061,4888.3644154,4891.7528612
4899.8636312,0.8594672199998967,0,early,429.7336099999484,diastole,0.0,4898.128358,B,20250114-130445,,loss,4899.860424009999,True,4899.8636312,Harry,0.5,4898.1355777,19,0.6240922999995746,1,001,BA,4897.5042657,3.207190000466653,34,4903.8637968,4896.189076,4899.4306904
4907.5858973,0.8598154799999975,0,early,429.90773999999874,diastole,1.0,4906.0414228,A,20250114-130445,,loss,4907.58228064,True,4907.5858973,Harry,0.5,4906.0492289,19,0.7274000999996133,1,001,BA,4905.3140227,3.616660000261618,35,4911.5858416,4903.8646254,4907.1523729
4915.9791114,0.8344939799999338,0,early,417.2469899999669,diastole,1.0,4914.0246564,B,20250114-130445,,win,4915.97441429,True,4915.9791114,Harry,0.5,4914.0312144,19,1.1505645999995977,1,001,AB,4912.8740918,4.697110000051907,36,4919.9798047,4911.5868293,4915.5571673
4923.7667033,0.8620712800000547,0,early,431.03564000002734,diastole,1.0,4921.5481699,B,20250114-130445,,win,4923.76348264,True,4923.7667033,Harry,0.5,4921.5553678,19,0.5258867000002283,1,001,AB,4921.0222832,3.2206599998971797,37,4927.7671459,4919.9805758,4923.332447
4931.4028865,0.8664435400000002,0,early,433.2217700000001,diastole,1.0,4929.461231,B,20250114-130445,,win,4931.39838707,True,4931.4028865,Harry,0.5,4929.4658628,19,0.4416361000003235,1,001,AB,4929.0195949,4.499429999668791,38,4935.4026171,4927.7678738,4930.9651653
4939.2266324,0.8622946400000728,0,early,431.1473200000364,diastole,0.0,4937.1843078,B,20250114-130445,,win,4939.22365772,True,4939.2266324,Harry,0.5,4937.2525372,19,0.6262258000006113,1,001,BA,4936.558082,2.9746800000793883,39,4943.2262857,4935.404949,4938.7925104
5000.2232845,0.8671661200000017,1,mid,182.10488520000035,systole,1.0,4998.6781886,A,20250114-130445,,win,5000.2206271852,False,5000.2232845,Harry,0.21,4998.6861975,21,0.8819462999999814,1,001,BA,4997.7962423,2.657314799762389,0,5004.2243821,4996.5305626,5000.0385223
5007.5356963,0.7917478200000915,1,mid,166.2670422000192,systole,1.0,5006.2116316,A,20250114-130445,,loss,5007.5330599422,False,5007.5356963,Harry,0.21,5006.219209,21,0.5639891000000716,1,001,BA,5005.6476425,2.636357799929101,1,5011.5364676,5004.2251774,5007.3667929
,,1,mid,,,,,,20250114-130445,,timeout,,False,,Harry,,,21,,1,001,BA,5013.0116162,,2,5014.7679167,5011.537122,
5018.2972019,0.9324664400000984,1,mid,195.81795240002066,systole,1.0,5016.5820355,A,20250114-130445,,win,5018.2945821524,False,5018.2972019,Harry,0.21,5016.5862338,21,0.489637099999527,1,001,BA,5016.0923984,2.6197475999651942,3,5022.2975428,5014.7681771,5018.0987642
5025.6078138,0.9201898600000277,1,mid,193.23987060000582,systole,0.0,5024.3858153,A,20250114-130445,,win,5025.604173270601,False,5025.6078138,Harry,0.21,5024.3937468,21,0.9019048999998631,1,001,AB,5023.4839104,3.640529399490333,4,5029.6083326,5022.2984487,5025.4109334
5032.8433528,0.9060132200000226,1,mid,190.26277620000474,systole,1.0,5031.6214479,A,20250114-130445,,win,5032.8411638762,False,5032.8433528,Harry,0.21,5031.6265346,21,0.8714557000002969,1,001,BA,5030.7499922,2.188923799621989,5,5036.8435264,5029.6091934,5032.6509011
5040.1013208,0.9180121999999755,1,mid,192.78256199999487,systole,0.0,5038.4841301,A,20250114-130445,,win,5040.098911562,False,5040.1013208,Harry,0.21,5038.491855,21,0.6250413999996454,1,001,AB,5037.8590887,2.409238000836922,6,5044.1010478,5036.8444125,5039.906129
5047.114325,0.878691179999987,1,mid,184.52514779999726,systole,1.0,5045.7577626,A,20250114-130445,,win,5047.1114632478,False,5047.114325,Harry,0.21,5045.7659976,21,0.6361170000000129,1,001,BA,5045.1216456,2.861752199351031,7,5051.1141826,5044.1021228,5046.9269381
5055.1241229,0.8846083999998882,1,mid,185.76776399997652,systole,1.0,5053.1010831,A,20250114-130445,,win,5055.1212100640005,False,5055.1241229,Harry,0.21,5053.1089622,21,0.48576839999986987,1,001,BA,5052.6153147,2.9128359992682817,8,5059.1246125,5051.1152827,5054.9354423
5062.5419119,0.7823797200000626,1,mid,164.29974120001313,systole,0.0,5060.8843287,A,20250114-130445,,win,5062.5392446412,False,5062.5419119,Harry,0.21,5060.8908677,21,0.622608499999842,1,001,AB,5060.2617202,2.6672588001019903,9,5066.5424176,5059.1256901,5062.3749449
5070.2909616,0.8710427800000616,1,mid,182.91898380001294,systole,0.0,5068.4677973,A,20250114-130445,,win,5070.2885883838,False,5070.2909616,Harry,0.21,5068.4750238,21,0.5625116000001071,1,001,AB,5067.9052857,2.3732161998850643,10,5074.2906862,5066.5435867,5070.1056694
5078.1734702,0.8793642799999362,1,mid,184.66649879998658,systole,1.0,5076.4107434,A,20250114-130445,,loss,5078.1711609988,False,5078.1734702,Harry,0.21,5076.4183448,21,0.6389690999994855,1,001,BA,5075.7717743,2.309201200660027,11,5082.1743501,5074.2918206,5077.9864945
5086.0506618,0.8626270800001293,1,mid,181.15168680002716,systole,1.0,5084.0138602,A,20250114-130445,,loss,5086.0480087868,False,5086.0506618,Harry,0.21,5084.0213859,21,0.7028270999999222,1,001,BA,5083.3110331,2.6530131999606965,12,5090.05138,5082.1753285,5085.8668571
5093.3938968,0.9157268400000248,1,mid,192.30263640000518,systole,0.0,5091.9967154,B,20250114-130445,,loss,5093.3911810364,False,5093.3938968,Harry,0.21,5092.0050204,21,0.48714619999918796,1,001,BA,5091.5095692,2.715763600463106,13,5097.3942831,5090.0523512,5093.1988784
5101.2972433,0.8837555199999769,1,mid,185.58865919999513,systole,0.0,5099.2002621,B,20250114-130445,,loss,5101.2941462592,False,5101.2972433,Harry,0.21,5099.2072322,21,0.5007895999997345,1,001,BA,5098.6994725,3.097040800639661,14,5105.2975878,5097.3951771,5101.1085576
5109.1914817,0.8799515599999722,1,mid,184.78982759999417,systole,0.0,5107.6428819,A,20250114-130445,,win,5109.1888900276,False,5109.1914817,Harry,0.21,5107.6507347,21,1.028149100000519,1,001,AB,5106.6147328,2.5916723998307134,15,5113.1916942,5105.2984879,5109.0041002
5117.0724346,0.8714906999999584,1,mid,183.01304699999127,systole,0.0,5115.3559188,A,20250114-130445,,win,5117.069929546999,False,5117.0724346,Harry,0.21,5115.3633144,21,0.6979978999997911,1,001,AB,5114.6579209,2.5050530002772575,16,5121.0721838,5113.19236,5116.8869165
5123.9813298,0.8590736400001333,1,mid,180.405464400028,systole,1.0,5122.7594567,A,20250114-130445,,win,5123.9786789643995,False,5123.9813298,Harry,0.21,5122.7653602,21,0.5828168999996706,1,001,BA,5122.1766398,2.6508356004342204,17,5127.9822989,5121.0731879,5123.7982735
5131.0380698,0.8825436999999511,1,mid,185.33417699998972,systole,0.0,5129.6632952,A,20250114-130445,,win,5131.035285877,False,5131.0380698,Harry,0.21,5129.6710322,21,0.5575903999997536,1,001,AB,5129.1057048,2.783922999697097,18,5135.0379504,5127.983154,5130.8499517
5138.4411598,0.8060037999999622,1,mid,169.26079799999206,systole,0.0,5136.8173546,A,20250114-130445,,loss,5138.4386447980005,False,5138.4411598,Harry,0.21,5136.8259543,21,0.49911969999993744,1,001,AB,5136.3182349,2.5150019991997397,19,5142.4421652,5135.0390612,5138.269384
5145.6206767,0.8938194599999406,1,mid,187.70208659998752,systole,1.0,5144.2409278,A,20250114-130445,,loss,5145.617527586601,False,5145.6206767,Harry,0.21,5144.2483493,21,0.7333623999993506,1,001,BA,5143.5075654,3.1491133995587006,20,5149.6215916,5142.4431552,5145.4298255
5152.8002548,0.8997834800000419,1,mid,188.9545308000088,systole,1.0,5151.4846873,A,20250114-130445,,loss,5152.7977563308,True,5152.8002548,Harry,0.21,5151.4926409,21,0.7144920999999158,1,001,BA,5150.7701952,2.498469199963438,21,5156.8004839,5149.6227182,5152.6088018
5160.1224095,0.9326394800000344,1,mid,195.85429080000722,systole,0.0,5158.458434,A,20250114-130445,,loss,5160.1194260908,True,5160.1224095,Harry,0.21,5158.463802,21,0.5712148000002344,1,001,AB,5157.8872192,2.9834092001692625,22,5164.1228301,5156.8013761,5159.9235718
5167.4075035,0.9243519599998763,1,mid,194.11391159997402,systole,1.0,5166.1218298,A,20250114-130445,,loss,5167.3686057116,True,5167.4075035,Harry,0.21,5166.1289492,21,0.7270289000007324,1,001,BA,5165.3948009,38.897788399481215,23,5171.4082099,5164.1237413,5167.1744918
5175.2395421,0.8412600600000587,1,mid,176.6646126000123,systole,1.0,5173.3556203,B,20250114-130445,,win,5175.2371000125995,True,5175.2395421,Harry,0.21,5173.3636518,21,0.9050454999996873,1,001,AB,5172.4505748,2.442087400595483,24,5179.2401203,5171.408875,5175.0604354
5183.2796087,0.8688066999999137,1,mid,182.44940699998185,systole,1.0,5181.4087265,B,20250114-130445,,loss,5183.2769662069995,True,5183.2796087,Harry,0.21,5181.4145024,21,0.6907082999996419,1,001,AB,5180.7180182,2.6424930001667235,25,5187.2803945,5179.2410018,5183.0945168
5191.1296537,0.8801402999999481,1,mid,184.8294629999891,systole,0.0,5189.1919018,B,20250114-130445,,loss,5191.126982063,True,5191.1296537,Harry,0.21,5189.1980828,21,0.7110795999997208,1,001,BA,5188.4808222,2.6716370002759504,26,5195.1306919,5187.2836542,5190.9421526
,,1,mid,,,,,,20250114-130445,,timeout,,True,,Harry,,,21,,1,001,BA,5196.3100463,,27,5198.0688924,5195.1318684,
5200.9396563,0.9054542399999264,1,mid,190.1453903999845,systole,1.0,5199.5534491,A,20250114-130445,,loss,5200.9369435904,True,5200.9396563,Harry,0.21,5199.5613516,21,0.37943989999985206,1,001,BA,5199.1740092,2.71270960001857,28,5204.9401897,5198.0691084,5200.7467982
5208.195287,0.9052406400000109,1,mid,190.1005344000023,systole,0.0,5206.7374979,B,20250114-130445,,win,5208.1926711343995,True,5208.195287,Harry,0.21,5206.7448864,21,0.611034099999415,1,001,BA,5206.1264638,2.615865600091638,29,5212.1954345,5204.9408641,5208.0025706
5216.0104034,0.8707147999999506,1,mid,182.85010799998963,systole,0.0,5214.0207607,B,20250114-130445,,win,5216.007899708,True,5216.0104034,Harry,0.21,5214.0272911,21,0.49294540000028064,1,001,BA,5213.5278153,2.5036919996637153,30,5220.0107594,5212.1964605,5215.8250496
5223.7792174,0.8651022400001238,1,mid,181.67147040002598,systole,0.0,5221.8434091,B,20250114-130445,,win,5223.7768579704,True,5223.7792174,Harry,0.21,5221.8510862,21,0.47024619999956485,1,001,BA,5221.3731629,2.3594295998918824,31,5227.7796656,5220.0119495,5223.5951865
5231.3653204,0.8462321400000292,1,mid,177.70874940000613,systole,1.0,5229.4669018,B,20250114-130445,,win,5231.3627293494,True,5231.3653204,Harry,0.21,5229.4745252,21,0.5910842000002958,1,001,AB,5228.8758176,2.591050600130984,32,5235.3657448,5227.7804351,5231.1850206
5239.0634037,0.8406951999999365,1,mid,176.54599199998665,systole,0.0,5237.1802159,B,20250114-130445,,win,5239.061026192,True,5239.0634037,Harry,0.21,5237.1858448,21,0.4992002999997567,1,001,BA,5236.6810156,2.3775079998813453,33,5243.0642603,5235.3666237,5238.8844802
5246.8748861,0.8497412200000326,1,mid,178.44565620000685,systole,1.0,5245.0832749,B,20250114-130445,,win,5246.8710632562,True,5246.8748861,Harry,0.21,5245.0912148,21,0.5419683999998597,1,001,AB,5244.5413065,3.8228438006626675,34,5250.8748841,5243.0652141,5246.6926176
5254.5379903,0.8498507599999356,1,mid,178.46865959998647,systole,0.0,5252.5267033,B,20250114-130445,,win,5254.5357424596,True,5254.5379903,Harry,0.21,5252.5342936,21,0.6244963999997708,1,001,BA,5251.9022069,2.2478403998320573,35,5258.5384736,5250.8757602,5254.3572738
5262.141109,0.8468208400001458,1,mid,177.8323764000306,systole,0.0,5260.5027729,B,20250114-130445,,win,5262.1378583764,True,5262.141109,Harry,0.21,5260.5103213,21,0.6606793999999354,1,001,BA,5259.8420935,3.2506236002518563,36,5266.1414255,5258.5395595,5261.960026
5269.7492105,0.8477362399999038,1,mid,178.0246103999798,systole,1.0,5267.8633111,B,20250114-130445,,loss,5269.7457482104,True,5269.7492105,Harry,0.21,5267.8710959,21,0.511688900000081,1,001,AB,5267.3516222,3.46228960006556,37,5273.7490969,5266.142304,5269.5677236
5277.2192242,0.8302581800000552,1,mid,174.35421780001158,systole,1.0,5275.3270852,A,20250114-130445,,win,5277.2169548178,True,5277.2192242,Harry,0.21,5275.3338905,21,0.5056369999992967,1,001,BA,5274.8214482,2.269382200211112,38,5281.2192634,5273.7498571,5277.0426006
5284.845767,0.8411119399999734,1,mid,176.6335073999944,systole,1.0,5283.179459,A,20250114-130445,,loss,5284.8432545074,True,5284.845767,Harry,0.21,5283.1864121,21,0.5055233000002772,1,001,BA,5282.6739357,2.512492599635152,39,5288.8465463,5281.2203457,5284.666621
5332.4943576,0.7973171600000569,2,late,717.5854440000512,diastole,1.0,5330.449793,A,20250114-130445,,win,5332.491145944,False,5332.4943576,Harry,0.9,5330.4578214,20,0.8936998999997741,1,001,BA,5329.5560931,3.2116559996211436,0,5336.4943597,5328.5218186,5331.7735605
5340.718239,0.9363437599999088,2,late,842.7093839999179,diastole,1.0,5338.2831815,A,20250114-130445,,win,5340.714700584,False,5340.718239,Harry,0.9,5338.2906408,20,0.5894693000000188,1,001,BA,5337.6937122,3.538416000083089,1,5344.7187533,5336.4950299,5339.8719912
5348.7963825,0.9003073199999563,2,late,810.2765879999607,diastole,0.0,5346.5459028,A,20250114-130445,,win,5348.791720688,False,5348.7963825,Harry,0.9,5346.5533436,20,0.5145472999993217,1,001,AB,5346.0313555,4.6618119995400775,2,5352.7967932,5344.7197204,5347.9814441
5357.0207589,0.8162791800001287,2,late,734.6512620001158,diastole,1.0,5354.4291413,A,20250114-130445,,win,5357.015770661999,False,5357.0207589,Harry,0.9,5354.4377749,20,0.5879406000003655,1,001,BA,5353.8412007,4.9882380008057225,3,5361.021865,5352.7977707,5356.2811194
5364.9650566,0.8684502800000701,2,late,781.605252000063,diastole,1.0,5362.9220554,A,20250114-130445,,loss,5364.961004252,False,5364.9650566,Harry,0.9,5362.9296735,20,0.5797216999999364,1,001,BA,5362.3423337,4.052348000186612,4,5368.9643729,5361.022958,5364.179399
5372.8557928,0.8804480200000399,2,late,792.4032180000358,diastole,0.0,5370.5744149,B,20250114-130445,,win,5372.8533885179995,False,5372.8557928,Harry,0.9,5370.5818883,20,0.4844800999999279,1,001,BA,5370.0899348,2.404282000497915,5,5376.8569029,5368.9655651,5372.0609853
5381.5789886,0.8744875399999728,2,late,787.0387859999754,diastole,0.0,5379.3968177,B,20250114-130445,,win,5381.575136386,False,5381.5789886,Harry,0.9,5379.4044279,20,1.2093621999993047,1,001,BA,5378.1874555,3.8522140002896776,6,5385.5792508,5376.8578094,5380.7880976
5390.3376614,0.8592821000000186,2,late,773.3538900000168,diastole,0.0,5387.6498288,B,20250114-130445,,loss,5390.334553690001,False,5390.3376614,Harry,0.9,5387.6574021,20,0.7128726999999344,1,001,BA,5386.9369561,3.1077099993126467,7,5394.3376824,5385.5807238,5389.5611998
5399.1202667,0.8619196999999985,2,late,775.7277299999987,diastole,1.0,5396.6619648,A,20250114-130445,,win,5399.11638613,False,5399.1202667,Harry,0.9,5396.6699246,20,0.8821146000000226,1,001,BA,5395.7798502,3.8805699996373733,8,5403.1204193,5394.3387586,5398.3406584
5407.1695453,0.8777718399998775,2,late,789.9946559998898,diastole,0.0,5404.9652957,A,20250114-130445,,loss,5407.166038556,False,5407.1695453,Harry,0.9,5404.9713383,20,0.62533540000004,1,001,AB,5404.3399603,3.5067440003331285,9,5411.1699938,5403.1215171,5406.3760439
5415.3988608,0.9208088800000042,2,late,828.7279920000038,diastole,1.0,5413.1186164,A,20250114-130445,,win,5415.395370992,False,5415.3988608,Harry,0.9,5413.1271108,20,0.9071486000002551,1,001,BA,5412.2114678,3.489808000267658,10,5419.3988946,5411.1711078,5414.566643
5423.4232914,0.8998658599999544,2,late,809.879273999959,diastole,0.0,5421.4812435,B,20250114-130445,,win,5423.419799974,False,5423.4232914,Harry,0.9,5421.4882383,20,0.6761439000001701,1,001,BA,5420.8050996,3.491426000437059,11,5427.4231726,5419.3999433,5422.6099207
5431.5419678,0.8935944799999561,2,late,804.2350319999605,diastole,1.0,5429.5843909,A,20250114-130445,,loss,5431.538108732,False,5431.5419678,Harry,0.9,5429.5928788,20,0.6928795999992872,1,001,BA,5428.8915113,3.859067999655963,12,5435.5418567,5427.4243286,5430.7338737
5439.6083901,0.8871960400001626,2,late,798.4764360001464,diastole,0.0,5437.7074543,B,20250114-130445,,loss,5439.603645436,False,5439.6083901,Harry,0.9,5437.7153077,20,0.8433471999996982,1,001,BA,5436.8641071,4.744664000099874,13,5443.6086378,5435.5427627,5438.805169
5447.7957089,0.9024241399998573,2,late,812.1817259998716,diastole,1.0,5445.6806695,B,20250114-130445,,loss,5447.792118126,False,5447.7957089,Harry,0.9,5445.6873398,20,0.9255894999996599,1,001,AB,5444.75508,3.590774000258534,14,5451.7960213,5443.6097876,5446.9799364
5455.5485714,0.8359275599999819,2,late,752.3348039999837,diastole,1.0,5453.6537665,A,20250114-130445,,loss,5455.545794904,False,5455.5485714,Harry,0.9,5453.661229,20,0.4524260999996841,1,001,BA,5453.2013404,2.776495999569306,15,5459.5484003,5451.7971892,5454.7934601
